actor;director;genre;movie_id;name;rating;runtime;votes;year;release_date;index;video_id;view_count;like_count;dislike_count;comment_count;budget;revenue;is_sequel;mpaa;screen_count;season;seasonality;like_ratio;is_profitable;revenue_range;polarity_tb;w_polarity_tb;count_pos_tb;count_neg_tb;polarity_sia;w_polarity_sia;count_pos_sia;count_neg_sia;polarity_avg;w_polarity_avg;pos_neg_ratio;pos_neg_ratio_1;pos_neg_ratio_3;pos_neg_ratio_5
Simon Pegg, Nick Frost, Martin Freeman, Rosamund Pike;Edgar Wright;Action, Comedy, Sci-Fi;tt1213663;The World's End;7.0;109.0;226801.0;2013.0;23 August 2013 (USA);106;n__1Y-N5tQk;3781853.0;12570.0;586.0;2246.0;20000000.0;26004851.0;0;R;1553;Summer;0.2342;21.415672913117547;True;F;0.23332799247233732;0.18653522451584764;912.0;306.0;0.237184318181819;-0.05959200871167709;923.0;397.0;0.23525615532707816;0.06347160790208528;2.321608040201005;2.4075067024128685;2.548076923076923;2.707692307692308
Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi;Shawn Levy;Comedy;tt2234155;The Internship;6.3;119.0;177186.0;2013.0;7 June 2013 (USA);108;cdnoqCViqUo;5340304.0;12015.0;643.0;2354.0;58000000.0;44672764.0;0;PG-13;3399;Summer;0.2342;18.658385093167702;False;E;0.2795784296546866;0.14391813674657522;906.0;277.0;0.29718647380766317;0.32700826123360316;948.0;331.0;0.2883824517311749;0.2354631989900892;2.858433734939759;2.84;3.2413793103448274;3.455621301775148
Logan Lerman, Alexandra Daddario, Brandon T. Jackson, Nathan Fillion;Thor Freudenthal;Adventure, Family, Fantasy;tt1854564;Percy Jackson: Sea of Monsters;5.8;106.0;100322.0;2013.0;7 August 2013 (USA);112;w6aYjbpBm-E;5694895.0;23622.0;1309.0;6751.0;90000000.0;68559554.0;0;PG;3080;Summer;0.2342;18.032824427480914;False;D;0.1781973555314716;-0.025500279198744757;1642.0;680.0;0.172971979535616;-0.09417524221809934;1612.0;929.0;0.1755846675335438;-0.05983776070842205;1.7344086021505376;1.7446808510638299;1.9368863955119215;1.9584199584199584
Lily Collins, Jamie Campbell Bower, Robert Sheehan, Jemima West;Harald Zwart;Action, Fantasy, Horror;tt1538403;The Mortal Instruments: City of Bones;5.9;130.0;119876.0;2013.0;21 August 2013 (USA);114;GHlwRsl2uFk;7706797.0;45137.0;1166.0;9919.0;60000000.0;31165421.0;0;PG-13;3118;Summer;0.2342;38.67866323907455;False;F;0.25474458575528747;0.34237579946291175;4236.0;1314.0;0.27697031695455254;0.46260175048062324;4187.0;1776.0;0.26585745135492;0.4024887749717675;2.3567810917276306;2.4361575178997614;2.8414164742109316;3.2568697729988054
Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott;Steven Knight;Drama;tt2692904;Locke;7.1;85.0;117240.0;2013.0;13 June 2014 (Turkey);118;MyoO35P41YM;1046405.0;2209.0;147.0;423.0;2000000.0;1361423.0;0;R;121;Summer;0.2342;14.932432432432432;False;H;0.1595615397061809;0.25777685762730707;142.0;79.0;0.14576431718061675;0.18903328741965103;139.0;88.0;0.15266292844339882;0.22340507252347905;1.5730337078651686;1.619047619047619;1.56;1.4912280701754386
Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson;Gore Verbinski;Action, Adventure, Western;tt1210819;The Lone Ranger;6.4;150.0;205435.0;2013.0;3 July 2013 (USA);120;JjFsNSoDZK8;8657894.0;18970.0;966.0;4894.0;215000000.0;89302115.0;0;PG-13;3904;Summer;0.2342;19.618407445708378;False;D;0.16625769780436866;0.2254378939236184;2222.0;1028.0;0.15720139481924283;0.20924765868886575;2174.0;1339.0;0.16172954631180575;0.21734277630624207;1.623134328358209;1.654874213836478;1.845691382765531;1.9097633136094674
Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren;Dan Scanlon;Animation, Adventure, Comedy;tt1453405;Monsters University;7.3;104.0;283801.0;2013.0;21 June 2013 (USA);123;xBzPioph8CI;9636063.0;17668.0;2311.0;2583.0;200000000.0;268492764.0;0;G;4004;Summer;0.2342;7.642301038062284;True;A;0.3464929181530598;0.3662467711504939;1124.0;232.0;0.3963551553672311;0.40194809610154125;1151.0;265.0;0.37142403676014546;0.38409743362601756;4.330827067669173;4.52191235059761;5.866666666666666;7.76595744680851
Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove;Pierre Coffin, Chris Renaud;Animation, Adventure, Comedy;tt1690953;Despicable Me 2;7.4;98.0;335912.0;2013.0;3 July 2013 (USA);128;yM9sKpQOuEw;7024944.0;13454.0;2120.0;547.0;76000000.0;368061265.0;1;PG;4003;Summer;0.2342;6.343705799151344;True;A;0.3566042988474123;0.2403675814403375;118.0;24.0;0.3358528662420383;0.07547564935064932;123.0;34.0;0.3462285825447253;0.15792161539549343;3.5428571428571427;3.5;6.529411764705882;4.916666666666667
Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane;James DeMonaco;Horror, Thriller;tt2184339;The Purge;5.7;85.0;177925.0;2013.0;7 June 2013 (USA);132;K0LLaybEuzA;33792276.0;112872.0;7945.0;36576.0;3000000.0;64473115.0;1;R;2591;Summer;0.2342;14.205008809463882;True;E;0.0744676637000135;0.1249568645538831;6958.0;3983.0;-0.14694778768577377;-0.3526560789898935;4647.0;7128.0;-0.036240061992880136;-0.11384960721800519;0.6519848506101837;0.6373117033603708;0.5952070427127486;0.5228078468447176
Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke;Roland Emmerich;Action, Drama, Thriller;tt2334879;White House Down;6.4;131.0;188124.0;2013.0;28 June 2013 (USA);136;WfaTlmYvTA8;8063832.0;2913.0;319.0;621.0;150000000.0;73103784.0;0;PG-13;3222;Summer;0.2342;9.10625;False;D;0.1505685270337363;0.2822013257676212;231.0;143.0;0.01848841607565009;0.08935797950219619;222.0;201.0;0.0845284715546932;0.1857796526349087;1.103960396039604;1.1076923076923078;1.0701754385964912;1.037037037037037
Carlos Alazraqui, Dane Cook, Stacy Keach, Brad Garrett;Klay Hall;Animation, Adventure, Comedy;tt1691917;Planes;5.7;91.0;39309.0;2013.0;9 August 2013 (USA);148;3KumjBXHdzY;4977787.0;4922.0;1879.0;1831.0;50000000.0;90288712.0;0;PG;3716;Summer;0.2342;2.6186170212765956;True;D;0.1872920283411356;0.16578599713470504;602.0;245.0;0.20821838709677437;0.23046088595664468;621.0;309.0;0.197755207718955;0.19812344154567485;2.0064516129032257;2.089347079037801;2.3017241379310347;2.3245033112582782
Emily Baldoni, Maury Sterling, Nicholas Brendon, Elizabeth Gracen;James Ward Byrkit;Horror, Mystery, Sci-Fi;tt2866360;Coherence;7.2;89.0;85583.0;2013.0;6 August 2014 (USA);152;kxAOewNzz-8;478243.0;1680.0;76.0;307.0;50000.0;68877.0;0;Not Rated;7;Summer;0.2342;21.83116883116883;True;I;0.20590567180363095;0.1619400394279956;62.0;29.0;0.22153368421052635;0.3699696666666667;64.0;31.0;0.21371967800707864;0.26595485304733113;2.03125;2.0;2.0;2.15
Jaden Smith, David Denman, Will Smith, Sophie Okonedo;M. Night Shyamalan;Action, Adventure, Sci-Fi;tt1815862;After Earth;4.8;100.0;178576.0;2013.0;31 May 2013 (USA);156;CZIt20emgLY;17552101.0;42500.0;3518.0;11282.0;130000000.0;60522097.0;0;PG-13;3401;Summer;0.2342;12.077578857630009;False;E;0.1681593390013935;0.150861906126359;4874.0;2424.0;0.10158774440894593;0.11648376083653589;4537.0;3288.0;0.1348735417051697;0.13367283348144743;1.37975068409851;1.399047619047619;1.474858223062382;1.420911528150134
Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton;Baltasar Kormákur;Action, Comedy, Crime;tt1272878;2 Guns;6.7;109.0;178759.0;2013.0;2 August 2013 (USA);168;AK6EbfdnTHg;1153803.0;2294.0;94.0;170.0;61000000.0;75612460.0;0;R;3028;Summer;0.2342;24.157894736842106;True;D;0.29300844174856044;0.3530732848838571;54.0;15.0;0.36280704225352106;0.5353209401709402;57.0;14.0;0.3279077420010408;0.4441971125273987;3.8666666666666667;3.7333333333333334;4.636363636363637;4.125
Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins;Woody Allen;Drama;tt2334873;Blue Jasmine;7.3;98.0;176106.0;2013.0;23 August 2013 (USA);178;4_f--aY0poI;542907.0;1505.0;136.0;174.0;18000000.0;33405481.0;0;PG-13;1283;Summer;0.2342;10.992700729927007;True;F;0.2124476222307105;0.20545824144161715;65.0;20.0;0.2570230769230769;0.2673732189973615;71.0;33.0;0.2347353495768937;0.2364157302194893;2.1176470588235294;2.3;2.625;2.526315789473684
Ryan Reynolds, Jeff Bridges, Mary-Louise Parker, Kevin Bacon;Robert Schwentke;Action, Adventure, Comedy;tt0790736;R.I.P.D.;5.6;96.0;106807.0;2013.0;19 July 2013 (USA);187;nt59JjtWFSU;852844.0;2934.0;158.0;629.0;130000000.0;33618855.0;0;PG-13;2852;Summer;0.2342;18.459119496855347;False;F;0.1446796102083909;0.14969475137712573;228.0;139.0;0.17548360215053752;0.1886976501305483;232.0;140.0;0.1600816061794642;0.169196200753837;1.6524822695035462;1.6865671641791045;1.9611650485436893;2.5961538461538463
Amanda Seyfried, James Franco, Peter Sarsgaard, Juno Temple;Rob Epstein, Jeffrey Friedman;Biography, Drama;tt1426329;Lovelace;6.2;93.0;35309.0;2013.0;8 August 2013 (Croatia);192;HPJY-g-WoQo;3323347.0;5979.0;318.0;630.0;10000000.0;356582.0;0;R;118;Summer;0.2342;18.746081504702193;False;I;0.1743077411000391;0.060263089262232145;237.0;115.0;0.17614200542005423;-0.17519749917736094;235.0;134.0;0.17522487326004665;-0.0574672049575644;1.7481481481481482;1.7769230769230768;1.9166666666666667;2.0140845070422535
Keira Knightley, Mark Ruffalo, Adam Levine, Hailee Steinfeld;John Carney;Comedy, Drama, Music;tt1980929;Begin Again;7.4;104.0;126837.0;2013.0;11 July 2014 (USA);200;uTRCxOE7Xzc;12639334.0;37207.0;962.0;1561.0;8000000.0;16170632.0;0;R;1302;Summer;0.2342;38.637590861889926;True;G;0.3878433312736933;0.19691459750627072;107.0;16.0;0.42024525547445246;0.6233572551822731;112.0;25.0;0.4040442933740729;0.41013592634427193;4.346153846153846;4.44;5.7894736842105265;5.357142857142857
Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown;Nicolas Winding Refn;Crime, Drama;tt1602613;Only God Forgives;5.7;90.0;98477.0;2013.0;5 July 2013 (Turkey);203;MhRKlwr1-KM;1952339.0;3585.0;316.0;1090.0;4800000.0;778565.0;0;R;81;Summer;0.2342;11.31230283911672;False;I;0.06620916135603122;0.12039480081142005;369.0;256.0;0.057101285714285646;0.09257290697674417;375.0;325.0;0.061655223535158434;0.1064838538940821;1.1533742331288344;1.1753246753246753;1.182170542635659;1.13
Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand;Ryan Coogler;Biography, Drama, Romance;tt2334649;Fruitvale Station;7.5;85.0;66706.0;2013.0;26 July 2013 (USA);205;HRlu1Dsc39I;889652.0;1262.0;224.0;464.0;900000.0;16097842.0;0;R;1086;Summer;0.2342;5.613333333333333;True;G;0.05934548447546188;0.11034515781012433;162.0;128.0;-0.17097003154574147;-0.1000341650671785;131.0;186.0;-0.055812273535139796;0.005155496371472917;0.7058823529411765;0.6978021978021978;0.6341463414634146;0.5109489051094891
Katie Chang, Israel Broussard, Emma Watson, Claire Julien;Sofia Coppola;Biography, Crime, Drama;tt2132285;The Bling Ring;5.6;90.0;76602.0;2013.0;21 June 2013 (USA);220;Q4LzhgExvrc;8851760.0;26112.0;1528.0;5183.0;8000000.0;5841046.0;0;R;650;Summer;0.2342;17.078482668410725;False;H;0.19519806158658992;0.13199799798393275;1985.0;782.0;0.21904742721733275;0.050505925058548035;1972.0;982.0;0.20712274440196132;0.09125196152124039;2.0071210579857577;2.0348837209302326;2.3346828609986505;2.4273684210526314
Christoph Waltz, Lucas Hedges, Mélanie Thierry, David Thewlis;Terry Gilliam;Comedy, Drama, Fantasy;tt2333804;The Zero Theorem;6.1;107.0;41301.0;2013.0;19 August 2014 (USA);237;HWgPnQi-XG4;410491.0;2485.0;117.0;217.0;8500000.0;219438.0;0;R;63;Summer;0.2342;21.06779661016949;False;I;0.26895202272828334;0.30552555124182107;49.0;19.0;0.19935641025641035;0.17037489539748954;51.0;27.0;0.23415421649234686;0.23795022331965532;1.8571428571428572;1.9259259259259258;2.35;2.3076923076923075
Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Ariane Labed;Richard Linklater;Drama, Romance;tt2209418;Before Midnight;7.9;109.0;119492.0;2013.0;14 June 2013 (USA);245;oI3UuneLcyU;1438774.0;2327.0;115.0;177.0;3000000.0;8114627.0;1;R;897;Summer;0.2342;20.06896551724138;True;H;0.21360848963279522;0.12046994274624813;43.0;11.0;0.25767619047619045;0.09879359875097578;43.0;20.0;0.23564234005449283;0.10963177074861195;2.0952380952380953;2.15;1.8421052631578947;4.428571428571429
Olivia Wilde, Jake Johnson, Anna Kendrick, Ron Livingston;Joe Swanberg;Comedy, Drama, Romance;tt2265398;Drinking Buddies;6.1;90.0;52917.0;2013.0;25 July 2013 (USA);258;Qt-13VOZcL0;222846.0;944.0;21.0;27.0;500000.0;342936.0;0;R;33;Summer;0.2342;42.95454545454545;False;I;0.24916246947496942;0.2457699514991181;12.0;1.0;0.24832500000000002;-0.19102209302325582;8.0;4.0;0.24874373473748473;0.02737392923793114;1.8;2.25;2.6666666666666665;2.3333333333333335
Amanda Seyfried, Josh Hutcherson, Beyoncé, Colin Farrell;Chris Wedge;Animation, Adventure, Family;tt0848537;Epic;6.7;102.0;94111.0;2013.0;24 May 2013 (USA);266;BJVkoq_wK80;1343454.0;5325.0;190.0;694.0;100000000.0;107518682.0;0;PG;3894;Summer;0.2342;27.884816753926703;True;C;0.317397377212941;0.1801245913164081;271.0;53.0;0.3067941828254843;0.27017456608811746;276.0;85.0;0.3120957800192127;0.22514957870226276;3.2209302325581395;3.3048780487804876;4.875;4.928571428571429
Macon Blair, Devin Ratray, Amy Hargreaves, Kevin Kolack;Jeremy Saulnier;Crime, Drama, Thriller;tt2359024;Blue Ruin;7.1;90.0;56918.0;2013.0;9 July 2014 (France);268;hCXRTdzkDas;362572.0;724.0;21.0;55.0;1066167.0;258113.0;0;R;61;Summer;0.2342;32.95454545454545;False;I;0.39809523809523817;0.390541804180418;17.0;4.0;0.30561304347826085;0.39330970873786414;17.0;6.0;0.3518541407867495;0.3919257564591411;2.5714285714285716;2.5714285714285716;3.4;2.8
Jennifer Aniston, Yasiin Bey, Isla Fisher, Will Forte;Daniel Schechter;Comedy, Crime;tt1663207;Life of Crime;5.8;98.0;15342.0;2013.0;29 August 2014 (Turkey);288;M29yK7WWeKY;3688288.0;7457.0;340.0;221.0;12000000.0;261695.0;0;R;37;Summer;0.2342;21.870967741935484;False;I;-0.06834855931105929;-0.020144662653029454;47.0;53.0;0.12790222222222228;-0.002146791443850295;53.0;37.0;0.029776831455581493;-0.011145727048439875;1.4210526315789473;1.457142857142857;1.88;1.5
Lindsay Lohan, James Deen, Nolan Gerard Funk, Amanda Brooks;Paul Schrader;Drama, Thriller;tt2292959;The Canyons;3.9;99.0;9707.0;2013.0;2 August 2013 (USA);292;71Dnzi3W_u0;428943.0;650.0;84.0;70.0;250000.0;49494.0;0;R;9;Summer;0.2342;7.658823529411765;False;I;0.19886200716845878;0.19128362927091744;24.0;7.0;0.11119687499999999;0.0723231818181818;19.0;13.0;0.1550294410842294;0.1318034055445496;1.4285714285714286;1.3571428571428572;1.3333333333333333;1.5
Ashton Kutcher, Dermot Mulroney, Josh Gad, Lukas Haas;Joshua Michael Stern;Biography, Drama;tt2357129;Jobs;5.9;128.0;87455.0;2013.0;16 August 2013 (USA);297;aEr6K1bwIVs;14296712.0;49208.0;5093.0;6692.0;12000000.0;16117443.0;0;PG-13;2381;Summer;0.2342;9.660188457008244;True;G;0.18209330947411892;-0.15987961569769507;455.0;195.0;0.1613695355191253;-0.1251842081310679;462.0;270.0;0.1717314224966221;-0.14253191191438147;1.7084870848708487;1.702290076335878;1.9073170731707316;1.9615384615384615
Brit Marling, Alexander Skarsgård, Ellen Page, Toby Kebbell;Zal Batmanglij;Adventure, Drama, Thriller;tt1869716;The East;6.8;116.0;46216.0;2013.0;28 June 2013 (UK);304;2oPoTrnHQ3I;1079192.0;2931.0;112.0;307.0;6500000.0;2268296.0;0;PG-13;195;Summer;0.2342;25.946902654867255;False;H;0.28357206505155735;0.47602260865944723;114.0;30.0;0.288229333333333;0.2523707571801567;116.0;34.0;0.2859006991924452;0.364196682919802;3.342857142857143;3.257142857142857;3.161290322580645;2.6818181818181817
Neil Patrick Harris, Jayma Mays, Katy Perry, Hank Azaria;Raja Gosnell;Animation, Adventure, Comedy;tt2017020;The Smurfs 2;5.4;105.0;33366.0;2013.0;31 July 2013 (USA);323;5K9ei35rIjA;878478.0;1943.0;471.0;393.0;105000000.0;71017784.0;0;PG;3867;Summer;0.2342;4.11864406779661;False;D;0.08993625548252435;0.11971626846027235;104.0;70.0;0.04815904761904769;0.07501898734177215;114.0;96.0;0.06904765155078602;0.09736762790102224;1.1855670103092784;1.2043010752688172;1.2307692307692308;0.9824561403508771
Marion Cotillard, Joaquin Phoenix, Jeremy Renner, Dagmara Dominczyk;James Gray;Drama, Romance;tt1951181;The Immigrant;6.6;120.0;25988.0;2013.0;23 May 2014 (USA);324;7MsJYEIiIfs;262995.0;1073.0;97.0;93.0;16000000.0;2013456.0;0;R;150;Summer;0.2342;10.959183673469388;False;H;0.22641593876209262;0.37518131868131865;20.0;6.0;0.18277941176470588;0.31440068027210893;22.0;12.0;0.20459767526339925;0.34479099947671377;1.7692307692307692;1.6923076923076923;1.9090909090909092;1.4444444444444444
Eric Bana, Rebecca Hall, Jim Broadbent, Ciarán Hinds;John Crowley;Crime, Drama, Mystery;tt2218003;Closed Circuit;6.2;96.0;20111.0;2013.0;28 August 2013 (USA);330;ktiMVKeA9QM;1769558.0;1616.0;114.0;166.0;15000000.0;5733310.0;0;R;870;Summer;0.2342;14.060869565217391;False;H;0.14772367792614266;-0.13473265821480107;49.0;22.0;0.036187142857142876;-0.45621989528795814;38.0;32.0;0.09195541039164276;-0.2954762767513796;1.1818181818181819;1.1818181818181819;1.1290322580645162;0.95
Tiger Hu Chen, Keanu Reeves, Karen Mok, Hai Yu;Keanu Reeves;Action, Drama;tt2016940;Man of Tai Chi;6.1;105.0;32182.0;2013.0;5 July 2013 (China);334;zd5WUn2oM8Y;3776701.0;7020.0;368.0;1783.0;25000000.0;100144.0;0;R;110;Summer;0.2342;19.02710027100271;False;I;0.21734665405415304;0.2524801165943976;645.0;228.0;0.13021606591143137;0.19458309137489327;594.0;377.0;0.1737813599827922;0.22353160398464544;1.5740740740740742;1.6166666666666667;1.6843853820598007;1.6122448979591837
Rooney Mara, Casey Affleck, Ben Foster, Nate Parker;David Lowery;Crime, Drama, Romance;tt2388637;Ain't Them Bodies Saints;6.4;96.0;19159.0;2013.0;16 August 2013 (USA);342;ga0c0v-stK0;854557.0;1664.0;94.0;216.0;5000000.0;387606.0;0;R;44;Summer;0.2342;17.526315789473685;False;I;0.20284855624699372;0.262323986810295;90.0;33.0;0.2513088235294117;0.3738444174757281;96.0;40.0;0.2270786898882027;0.3180842021430116;2.3658536585365852;2.41025641025641;2.892857142857143;2.8947368421052633
Emma Roberts, James Franco, Jack Kilmer, Zoe Levin;Gia Coppola;Drama;tt2479800;Palo Alto;6.2;100.0;24856.0;2013.0;9 May 2014 (USA);356;sTqMUu1iTIo;3497353.0;18208.0;422.0;1257.0;1000000.0;750100.0;0;R;57;Summer;0.2342;43.047281323877066;False;I;0.22001395225804976;0.24526174705269915;294.0;80.0;0.24495120772946832;0.47642623801135253;290.0;124.0;0.23248257999375904;0.3608439925320258;2.328;2.4237288135593222;2.6354166666666665;2.80327868852459
Amy Seimetz, Frank Mosley, Shane Carruth, Andrew Sensenig;Shane Carruth;Drama, Sci-Fi;tt2084989;Upstream Color;6.7;96.0;27889.0;2013.0;30 August 2013 (UK);368;SilYsr_3vrA;337064.0;912.0;60.0;124.0;50000.0;444098.0;0;Not Rated;43;Summer;0.2342;14.967213114754099;True;I;0.15574854482101813;0.21575225964079522;32.0;15.0;0.13748085106382985;0.10172530120481926;27.0;20.0;0.146614697942424;0.15873878042280726;1.3333333333333333;1.4210526315789473;2.0;1.8571428571428572
Roy Abramsohn, Elena Schuber, Katelynn Rodriguez, Jack Dalton;Randy Moore;Drama, Fantasy, Horror;tt2187884;Escape from Tomorrow;5.2;90.0;8493.0;2013.0;19 July 2014 (Japan);469;38BiNsFFzcs;700664.0;24629.0;538.0;3866.0;650000.0;169719.0;0;Not Rated;30;Summer;0.2342;45.69573283858998;False;I;0.10828365544646629;0.0949850430056644;475.0;260.0;0.14622540675844797;0.2720678708012717;491.0;308.0;0.12725453110245713;0.18352645690346805;1.5922330097087378;1.55;1.7016806722689075;1.993103448275862
Kristen Wiig, Guy Pearce, Hailee Steinfeld, Nick Nolte;Liza Johnson;Drama, Romance;tt2463512;Hateship Loveship;6.2;104.0;5959.0;2013.0;12 June 2014 (Israel);603;nO19v3Gnz_U;354847.0;1037.0;189.0;77.0;5000000.0;50573.0;0;R;15;Summer;0.2342;5.463157894736842;False;I;0.2628082193414224;0.38672333025129507;30.0;9.0;0.18786976744186043;0.35959203980099497;26.0;17.0;0.22533899339164143;0.373157685026145;1.5;1.5;2.7;2.7142857142857144
AJ Michalka, Kelly Thiebaud, James Denton, Kevin Pollak;Brad J. Silverman;Drama, Music;tt2349460;Grace Unplugged;6.2;102.0;2933.0;2013.0;1 September 2014 (Portugal);632;jhU1bUeNF3c;589174.0;3520.0;130.0;69.0;1700000.0;2507106.0;0;PG;511;Summer;0.2342;26.87786259541985;True;H;0.37844246031746026;0.27581112295664534;23.0;1.0;0.37674374999999993;0.2534387195121951;26.0;6.0;0.3775931051587301;0.2646249212344202;3.857142857142857;4.166666666666667;4.8;3.0
Helen Hunt, Samantha Morton, Aaron Paul, Rashida Jones;Steven Bernstein;Drama;tt1464191;Decoding Annie Parker;6.3;91.0;2735.0;2013.0;2 May 2014 (USA);660;yejorH_XH7A;583630.0;1837.0;101.0;67.0;2000000.0;39850.0;0;R;13;Summer;0.2342;18.019607843137255;False;I;0.3208179012345679;0.23587322695035462;20.0;7.0;0.054405555555555596;-0.31861999999999996;19.0;17.0;0.18761172839506174;-0.04137338652482267;1.1111111111111112;1.25;1.1875;1.0
Jessica Cameron, Ryan Kiser, Heather Dorff, Shelby Stehlin;Jessica Cameron;Horror, Thriller;tt2762738;Truth or Dare;5.0;84.0;535.0;2013.0;September 2013 (USA);710;Cgnk3MLw9TM;11916963.0;73344.0;6258.0;8646.0;3500000.0;41411015.0;0;Not Rated;3068;Summer;0.2342;11.718325611119987;True;E;0.027068639352074497;0.004283350450532291;1765.0;1516.0;0.07163788927335626;0.05619901887729757;2367.0;1679.0;0.04935326431271538;0.03024118466391493;1.4095238095238096;1.405;1.5615567911040509;1.0945330296127562
Lea Michele, Kelsey Grammer, Dan Aykroyd, Jim Belushi;Will Finn, Daniel St. Pierre;Animation, Adventure, Family;tt0884726;Legends of Oz: Dorothy's Return;5.5;88.0;5307.0;2013.0;9 May 2014 (USA);768;szwGX6Cix3k;210549.0;368.0;112.0;128.0;70000000.0;8462027.0;0;PG;2658;Summer;0.2342;3.265486725663717;False;H;0.09941749997018592;0.15740759224162335;30.0;14.0;0.17648599999999998;0.13602426035502957;32.0;18.0;0.13795174998509296;0.14671592629832647;1.736842105263158;1.8823529411764706;1.8;1.9
François Arnaud, Lucy Boynton, Casey Thomas Brown, Billy Campbell;Ron Maxwell;Drama;tt2404555;Copperhead;5.6;120.0;791.0;2013.0;28 June 2013 (USA);831;TYxiqIf6rdY;569809.0;4616.0;80.0;2321.0;12000000.0;171740.0;0;PG-13;59;Summer;0.2342;57.0;False;I;0.09770607393021363;0.09783322293913585;808.0;438.0;0.1001944690265485;0.09429393333333333;800.0;556.0;0.09895027147838106;0.09606357813623459;1.4380610412926391;1.4970986460348163;1.6470588235294117;1.3433962264150943
David Strathairn, Ray Wise, Sam Witwer, Alessandro Mario;Terry Green;Crime, Drama, History;tt1485761;No God, No Master;5.9;94.0;762.0;2013.0;19 August 2015 (Australia);1297;vKbd6QB86zc;39185.0;114.0;17.0;19.0;6000000.0;6738.0;0;PG-13;5;Summer;0.2342;6.388888888888889;False;I;0.40625;0.578125;3.0;1.0;-0.040874999999999995;0.12888750000000002;2.0;2.0;0.1826875;0.35350625;1.0;1.0;1.0;1.0
Andrew Cheney, Megan Parker, Akron Watson, Mark Walters;Paul Stehlik Jr.;Drama;tt1710469;Seasons of Gray;6.6;90.0;162.0;2013.0;September 2013 (USA);1359;_-Q3NqHGA-A;49081.0;131.0;13.0;8.0;500000.0;70600.0;0;PG-13;24;Summer;0.2342;9.428571428571429;False;I;0.5859970238095239;0.6377473958333334;7.0;0.0;0.7629285714285715;0.745675;7.0;0.0;0.6744627976190477;0.6917111979166667;8.0;8.0;8.0;8.0
Enrique Murciano, Nicholas Gonzalez, Emilio Rivera, Clancy Brown;Richard Montoya;Crime, Drama;tt2052015;Water & Power;6.2;88.0;99.0;2013.0;2 May 2014 (USA);1437;3CL5zAWCwXc;42229.0;109.0;6.0;9.0;600000.0;79043.0;0;Not Rated;16;Summer;0.2342;15.714285714285714;False;I;0.07325148809523811;0.038337053571428574;3.0;3.0;0.21445000000000003;0.22834999999999997;4.0;2.0;0.14385074404761908;0.13334352678571426;1.6666666666666667;1.3333333333333333;2.0;3.0
Gregg Adams, John Anderson, Bryan Bermingham, Susanna Dominguez;Tomas Herrera, Ben Mozer, Andrew Schneider, Doug Usher;Comedy;tt2913948;Whensday;7.5;100.0;22.0;2013.0;9 August 2013 (USA);4780;dnF1xh4cvJE;7835.0;30.0;4.0;4.0;4000.0;19463.0;0;Not Rated;2;Summer;0.2342;6.2;True;I;0.34375;0.34375;4.0;0.0;0.731525;0.731525;4.0;0.0;0.5376375;0.5376375;5.0;5.0;5.0;5.0
Will Ferrell, Amy Poehler, Ryan Simpkins, Jason Mantzoukas;Andrew Jay Cohen;Comedy, Crime;tt4481514;The House;5.6;88.0;30863.0;2017.0;30 June 2017 (USA);6155;FK5OJse8haA;3669306.0;20316.0;710.0;593.0;40000000.0;25481529.0;0;R;3134;Summer;0.2342;28.575246132208157;False;F;0.22122145979246366;0.10780391246373293;149.0;53.0;0.25146024096385533;0.374176421304608;179.0;70.0;0.2363408503781595;0.24099016688417046;2.535211267605634;2.6029411764705883;3.0392156862745097;3.074074074074074
Chris Pratt, Vin Diesel, Bradley Cooper, Zoe Saldana;James Gunn;Action, Adventure, Comedy;tt2015381;Guardians of the Galaxy;8.1;121.0;899033.0;2014.0;1 August 2014 (USA);9;2LIQ2-PZBC8;10002796.0;28667.0;2138.0;2867.0;170000000.0;333176600.0;1;PG-13;4088;Summer;0.2342;13.402524544179522;True;A;0.3200874400740422;0.21788211521684417;795.0;206.0;0.33196078602620144;0.3184342769993328;860.0;285.0;0.3260241130501218;0.2681581961080885;3.0104895104895104;3.0952380952380953;3.4573991031390134;3.779220779220779
